┏━━━━━━━━━━━━━━━━━━┓
┃ LoCO@carabbaggio ┃
┗━━━━━━━━━━━━━━━━━━┛

HMAP_H: 136
HMAP_W: 240
HMAP_D: 316
Q: 0.31746031746031744
LR: 0.0001
HALF_IMAGES: False
DATA_AUGMENTATION: images
EPOCHS: 999
DET_TH: 0.4
NMS_TH: 0.1
N_WORKERS: 2
BATCH_SIZE: 1
EPOCH_LEN: 4096
TEST_SET_LEN: 128
MOT_SYNTH_ANN_PATH: /nas/softechict-nas-3/matteo/Datasets/MOTSynth_clean_2/
MOT_SYNTH_PATH: /nas/softechict-nas-3/matteo/Datasets/MOTSynth/
DEVICE: cuda

▶ Starting Experiment 'loco_img_aug' [seed: 9627]
Annotation path to load: /nas/softechict-nas-3/matteo/Datasets/MOTSynth_clean_2/annotation_groups/MOTSynth_annotations_10_train.json
loading annotations into memory...
Done (t=300.73s)
creating index...
index created!
Annotation path to load: /nas/softechict-nas-3/matteo/Datasets/MOTSynth_clean_2/annotation_groups/MOTSynth_annotations_10_test.json
loading annotations into memory...
Done (t=89.90s)
creating index...
index created!
tensorboard --logdir=/nas/softechict-nas-3/matteo/PycharmProjects/gianlu/LoCO/log

[loading checkpoint 'log/loco_img_aug/training.ck']

[06-24@15:12] Epoch 106.0618: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.09% │ Loss: 0.002148 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0619: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.11% │ Loss: 0.002152 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0620: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.14% │ Loss: 0.002154 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0621: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.16% │ Loss: 0.002153 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0622: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.19% │ Loss: 0.002154 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0623: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.21% │ Loss: 0.002152 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0624: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.23% │ Loss: 0.002153 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0625: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.26% │ Loss: 0.002157 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0626: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.28% │ Loss: 0.002159 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0627: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.31% │ Loss: 0.002156 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0628: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.33% │ Loss: 0.002158 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0629: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.36% │ Loss: 0.002156 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0630: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.38% │ Loss: 0.002154 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0631: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.41% │ Loss: 0.002152 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0632: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.43% │ Loss: 0.002150 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0633: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.45% │ Loss: 0.002150 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0634: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.48% │ Loss: 0.002147 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0635: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.50% │ Loss: 0.002146 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0636: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.53% │ Loss: 0.002144 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0637: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.55% │ Loss: 0.002146 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0638: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.58% │ Loss: 0.002145 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0639: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.60% │ Loss: 0.002148 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0640: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.62% │ Loss: 0.002147 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0641: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.65% │ Loss: 0.002147 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0642: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.67% │ Loss: 0.002149 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0643: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.70% │ Loss: 0.002148 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0644: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.72% │ Loss: 0.002149 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0645: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.75% │ Loss: 0.002150 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0646: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.77% │ Loss: 0.002148 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0647: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.80% │ Loss: 0.002146 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0648: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.82% │ Loss: 0.002147 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0649: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.84% │ Loss: 0.002148 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0650: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.87% │ Loss: 0.002149 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0651: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.89% │ Loss: 0.002148 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0652: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.92% │ Loss: 0.002148 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0653: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.94% │ Loss: 0.002147 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0654: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.97% │ Loss: 0.002148 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0655: │███████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  15.99% │ Loss: 0.002145 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0656: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.02% │ Loss: 0.002146 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0657: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.04% │ Loss: 0.002146 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0658: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.06% │ Loss: 0.002144 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0659: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.09% │ Loss: 0.002145 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0660: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.11% │ Loss: 0.002143 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0661: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.14% │ Loss: 0.002142 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0662: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.16% │ Loss: 0.002146 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0663: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.19% │ Loss: 0.002148 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0664: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.21% │ Loss: 0.002145 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0665: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.24% │ Loss: 0.002143 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0666: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.26% │ Loss: 0.002145 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0667: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.28% │ Loss: 0.002144 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0668: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.31% │ Loss: 0.002147 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0669: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.33% │ Loss: 0.002145 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0670: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.36% │ Loss: 0.002148 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0671: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.38% │ Loss: 0.002149 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0672: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.41% │ Loss: 0.002150 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0673: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.43% │ Loss: 0.002148 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0674: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.46% │ Loss: 0.002148 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0675: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.48% │ Loss: 0.002147 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0676: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.50% │ Loss: 0.002145 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0677: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.53% │ Loss: 0.002150 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0678: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.55% │ Loss: 0.002149 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0679: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.58% │ Loss: 0.002146 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0680: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.60% │ Loss: 0.002145 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0681: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.63% │ Loss: 0.002144 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0682: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.65% │ Loss: 0.002144 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0683: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.67% │ Loss: 0.002144 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0684: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.70% │ Loss: 0.002145 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0685: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.72% │ Loss: 0.002145 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0686: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.75% │ Loss: 0.002142 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0687: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.77% │ Loss: 0.002142 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0688: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.80% │ Loss: 0.002140 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0689: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.82% │ Loss: 0.002139 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0690: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.85% │ Loss: 0.002137 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0691: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.87% │ Loss: 0.002137 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0692: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.89% │ Loss: 0.002136 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0693: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.92% │ Loss: 0.002136 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0694: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.94% │ Loss: 0.002135 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0695: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.97% │ Loss: 0.002136 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0696: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  16.99% │ Loss: 0.002136 │ ↯:  1.76 step/s
[06-24@15:12] Epoch 106.0697: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.02% │ Loss: 0.002138 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0698: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.04% │ Loss: 0.002137 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0699: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.07% │ Loss: 0.002136 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0700: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.09% │ Loss: 0.002139 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0701: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.11% │ Loss: 0.002142 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0702: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.14% │ Loss: 0.002142 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0703: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.16% │ Loss: 0.002140 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0704: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.19% │ Loss: 0.002139 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0705: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.21% │ Loss: 0.002140 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0706: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.24% │ Loss: 0.002139 │ ↯:  1.75 step/s
[06-24@15:12] Epoch 106.0707: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.26% │ Loss: 0.002139 │ ↯:  1.75 step/s
[06-24@15:13] Epoch 106.0708: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.29% │ Loss: 0.002143 │ ↯:  1.75 step/s
[06-24@15:13] Epoch 106.0709: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.31% │ Loss: 0.002140 │ ↯:  1.75 step/s
[06-24@15:13] Epoch 106.0710: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.33% │ Loss: 0.002139 │ ↯:  1.75 step/s
[06-24@15:13] Epoch 106.0711: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.36% │ Loss: 0.002136 │ ↯:  1.75 step/s
[06-24@15:13] Epoch 106.0712: │████████┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈┈│  17.38% │ Loss: 0.002133 │ ↯:  1.75 step/s
